comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
Mike Tyson has no chance of winning trust me,0,2024-10-15T15:41:52Z,@WorldTwerkingAndEntertainment,Positive,"{'surprise': 2, 'anticipation': 1, 'disgust': 1, 'joy': 1, 'positive': 1, 'sadness': 1, 'trust': 2}",0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1
Jake Paul wins,0,2024-10-15T15:41:32Z,@WorldTwerkingAndEntertainment,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"I can’t wait to Jake Paul proves the world wrong. He will knock, Mike Tyson out in round three Mark my words",0,2024-10-15T15:40:45Z,@WorldTwerkingAndEntertainment,Negative,"{'anticipation': 1, 'negative': 3, 'anger': 1}",1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Lol, another money making scam! More fool you if you’re following this tripe!!",0,2024-10-15T15:40:22Z,@elliegibbs1725,Positive,"{'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
"What the helllll, I thought this was being canceled 😂",0,2024-10-15T15:36:32Z,@Exodia593,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Cool,0,2024-10-15T15:36:00Z,@frisaelsic2787,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"I GOT A BAG ON TYSON, BECAUSE I KNOW PAUL WILL THROW THE FIGHT HE DON'T WANT THE BACKLASH FROM DESTROYING TYSON'S TITLE",0,2024-10-15T15:35:57Z,@CarlWillis-p7q,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This fool's still desperate to act like he's somehow still relevant, or believe that anybody actually cares or believes this pathetic charade of his anymore.",0,2024-10-15T15:34:01Z,@rcomp1,Negative,"{'disgust': 2, 'negative': 4, 'positive': 1, 'trust': 1, 'sadness': 1}",0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0
Tyson vs talisman tate ❤,0,2024-10-15T15:28:48Z,@satyamkumar-nl3gk,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EMBARRASSING,2,2024-10-15T15:24:45Z,@AntonelloSantoro-o6k,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I think with Mike Tyson he just has to realize that Jake Paul is a one-dimensional fighter. He's going to be trying to go for The knockout most the fight so Mike just has to be defensively responsible as he hunts him down. I understand Jake Paul is younger but I really don't believe his power is anything Mike has not seen. I believe Jake's power real but I think Mike Tyson's power is something unlike Jake has ever felt. And Mike cannot do anything in Jake's favor feeling sorry for him because Jake will take every advantage he can get.mike has to be mike.meaning knowin jake goin primarily for headshots and jake can b out boxed easily,0,2024-10-15T15:22:56Z,@ljj734,Positive,"{'anger': 2, 'fear': 2, 'negative': 2, 'positive': 5, 'trust': 3, 'anticipation': 1, 'disgust': 1, 'joy': 1, 'sadness': 1, 'surprise': 1}",2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1
Jake Paul gonna be crushed....,0,2024-10-15T15:22:45Z,@ayeshaferdaus7698,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Lets Go Iron Mike Tyson 🥊,0,2024-10-15T15:18:25Z,@RayRice-wx2ri,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The circus is in town. Don´t think this will be a serious fight.,6,2024-10-15T15:17:21Z,@fx850,Negative,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
First i thought it was real beef but then i saw it's coming in Netflix,1,2024-10-15T15:10:25Z,@R_Death,Positive,"{'anticipation': 2, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1
This is a good fight 🎉🎉,0,2024-10-15T15:08:24Z,@oskarfrilandson887,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Promo looks weak!,0,2024-10-15T15:08:13Z,@decker342,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Itll be another scripted fight like all of Jake's fights,1,2024-10-15T15:06:43Z,@Croatian_Sensation,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Why do people even entertain this? Go do something productive with your lives,0,2024-10-15T15:06:32Z,@UserName-iq7uu,Neutral,"{'joy': 1, 'positive': 2}",0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
All I got to say is- GET HIM MIKE!!!,1,2024-10-15T15:06:11Z,@CarolinaMouse,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Just wait until someone gives Mike Tyson youth serum and he goes back to his prime and kicks Jake's butt,0,2024-10-15T15:02:45Z,@mech2303,Neutral,"{'anticipation': 2, 'negative': 2, 'anger': 1, 'fear': 1, 'joy': 1, 'positive': 3, 'surprise': 1}",1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0
So is anyone gonna mention his conviction for what happened to Desiree Washington? He was convicted let's remember that everyone.,0,2024-10-15T15:02:36Z,@SRS_-wu3gx,Neutral,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"a Disney kid and a 58 year old former heavyweight champion......(in don kings voice....""only in America"")",0,2024-10-15T15:01:47Z,@kevinlewis8162,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 2}",0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1
IRON MIKE TYSON BIG MOTHERFUQQIN MIKE TYSON,1,2024-10-15T14:55:56Z,@jimbooky5955,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Some people are saying why Mike chose to fight this guy
Mike Tyson is retired so you know he doesn't earn as much as he used to so he probably Accepted to boost the audience of the OG fans who used to love boxing and to reunite them with the sport and he will also get money to fight whether he loses or he wins
Mike Tyson has won on both sides. Mike loses they will say Jake Paul should be ashamed you fought a legend who is retired
If Mike wins, they will ask Jake how you could lose to a retired boxer.",4,2024-10-15T14:53:29Z,@MustafaUsmanKemal,Positive,"{'anger': 5, 'fear': 3, 'negative': 4, 'positive': 3, 'anticipation': 2, 'joy': 2, 'surprise': 2, 'trust': 1, 'disgust': 2, 'sadness': 2}",5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1
"Why Jake Paul, a thing?? 
He deserves to be in obscurity with all the other Wannabe YouTube pranksters..",0,2024-10-15T14:53:09Z,@SSmith-eu9vw,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Who was narrating? Luda?,0,2024-10-15T14:50:31Z,@3DaiYo4Kai56,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I hope they play Thick Of It while Jake And Mike fight each other.,2,2024-10-15T14:48:46Z,@BistiListi,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Jake should try Canelo instead,1,2024-10-15T14:48:18Z,@noirczar5280,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tiger 🐅 who knows to hunt   but Paul who doesn't even know what is hunting,0,2024-10-15T14:46:38Z,@KrijanDong,Neutral,"{'anger': 1, 'anticipation': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Release Cobra Kai Trailer,1,2024-10-15T14:46:15Z,@ZenoEditsZ,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A WWE Movie,0,2024-10-15T14:45:23Z,@justthegoodstuff4670,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake Paul is gonna lose + Mike Tyson will leave Jake in a puddle of his own blood = Jake's gonna die,0,2024-10-15T14:44:53Z,@nelson265,Positive,"{'anger': 1, 'disgust': 1, 'fear': 2, 'negative': 3, 'sadness': 3, 'surprise': 2}",1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1
Mike is a madala period... It's all a mess,0,2024-10-15T14:41:49Z,@akayangmotau2667,Negative,"{'disgust': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
rip paul,0,2024-10-15T14:38:46Z,@BoyWithoutUkeofficial,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fight between social media and reality 🙏🙏🙏,0,2024-10-15T14:35:10Z,@originalpanfilms261,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"We all know how this is going to go,  Jake paul fights old men, he loses to anyone he doesn't have an advatage over",0,2024-10-15T14:35:07Z,@Cballin,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crypto nft fraudster paul's should be in prison and Iron Mike in hospital taking care of his heart.,0,2024-10-15T14:32:51Z,@jarigustafsson7620,Neutral,"{'anger': 1, 'fear': 2, 'negative': 1, 'sadness': 2, 'trust': 1}",1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0
"Well, nice knowing you, Jake. My money's on jake.",0,2024-10-15T14:31:03Z,@beauher7902,Positive,"{'positive': 2, 'anger': 1, 'anticipation': 1, 'joy': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1
You either die a hero or you live long enough to see yourself getting corrupted by greed.,2,2024-10-15T14:30:37Z,@hybridroid,Positive,"{'fear': 1, 'negative': 2, 'sadness': 1, 'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1, 'disgust': 1}",1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1
Bruh.,0,2024-10-15T14:30:21Z,@anonisnoone6125,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Mike Tyson, please don’t sell out. Knock out Jake & get the money bag.",0,2024-10-15T14:29:50Z,@Sam-ir5sz,Neutral,"{'positive': 2, 'trust': 2, 'anger': 1, 'anticipation': 1, 'joy': 1, 'surprise': 1}",1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0
Let's hope Mike Tyson forget the script,1218,2024-10-15T14:25:28Z,@demotional-o7l,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 1, 'negative': 1}",0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0
I’m exited to watch Mike sweep the floor with Jake,1,2024-10-15T14:24:58Z,@bryson_jett,Neutral,"{'anticipation': 1, 'fear': 1}",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Probability of Scripted????,1,2024-10-15T14:21:43Z,@freedombrahma6742,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
People really think a 60 yr old Tyson is going to win. Clearly don’t understand the sport of fighting.,1,2024-10-15T14:19:04Z,@georgereyes6276,Positive,"{'positive': 1, 'trust': 1, 'anger': 1, 'negative': 1}",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Mike Tyson is afraid of Jake Paul because he is white and blonde 👱🏻‍♀️,0,2024-10-15T14:18:09Z,@KIM_JONG_HAPPY,Negative,"{'fear': 1, 'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
That kid fights nobody 😎,0,2024-10-15T14:17:37Z,@redzuanhashim1193,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cant wait to see mike in action again ,0,2024-10-15T14:15:02Z,@abdulmanangloveson,Positive,"{'anticipation': 1, 'negative': 1, 'positive': 1}",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Wow what what what what 🥱 Wow it's ZZZ... ZZZ.. ZZZ... what 🥱,0,2024-10-15T14:13:40Z,@mattmccarthy6686,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
They gonna make Mike Tyson black or some sht. Woke garbage again.,0,2024-10-15T14:12:40Z,@hornymonke5303,Negative,"{'negative': 2, 'sadness': 1, 'disgust': 1}",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
How many rounds this fight,0,2024-10-15T14:11:44Z,@saifhussain9701,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"This fight was going to be great only if it wasn't rigged, greed  the shame that plagues the boxing community",0,2024-10-15T14:09:51Z,@wandaworx1217,Positive,"{'anger': 3, 'fear': 2, 'negative': 3, 'disgust': 2, 'sadness': 1, 'positive': 1}",3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1
Hobby player rich kid against a retired legend. Soooo exciting xd,0,2024-10-15T14:07:36Z,@velocipata,Positive,"{'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
Rocky 6?,0,2024-10-15T14:06:33Z,@santoshundi9656,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luda!!!,0,2024-10-15T14:06:29Z,@LopezBOT90,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I hope Jake’s ears are insured,0,2024-10-15T14:05:37Z,@curlystoogemire,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Everybody knows this ends in a draw.,1,2024-10-15T14:04:19Z,@HaechiYT,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Iron Mike Tyson 🥊,0,2024-10-15T14:03:14Z,@lutoniaalexander3208,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This being on netflix feels like its gonna be a staged fight,464,2024-10-15T14:01:31Z,@gozzyboy1989,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Every fight that has Jake Paul as the opponent is just a money grab for a desperate washed up fighter you could walk into any gym on this planet & find a fighter that would lay Paul out inside of 2 rounds,0,2024-10-15T13:59:43Z,@pj30824,Negative,"{'anger': 4, 'fear': 2, 'negative': 4, 'anticipation': 2, 'disgust': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0
This is just another set up match. It's going to be a draw.,1,2024-10-15T13:55:59Z,@bengeorge9063,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"If Mike Win, We know why.
If Jake Win, We know why.",73,2024-10-15T13:55:22Z,@joshJJjoshJJ,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Y,0,2024-10-15T13:55:07Z,@Cheeeeeeeeks123,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"A j3vv making money from a blackie. It reminds me some years ago, but with ships",1,2024-10-15T13:54:29Z,@dontlooseyourmind,Neutral,"{'anger': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Now he's fighting against a old man. Seriously...,0,2024-10-15T13:54:05Z,@m.e.3003,Negative,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Great edit. Also include Mike's iconic ""I wanna eat his children""  line and Jake Paul's Woodley knockout too please",0,2024-10-15T13:53:38Z,@vhp99,Positive,"{'positive': 2, 'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Mike goated,0,2024-10-15T13:52:57Z,@Sekaidiaz,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Netflix better have that body bag ready.  They're going to need it.,0,2024-10-15T13:52:54Z,@oneoftheskull3158,Positive,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Wow.,0,2024-10-15T13:52:46Z,@CSEngineerInsider,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jake Paul (1997-2024) 🕊️,24,2024-10-15T13:52:40Z,@iQOOSouLShelbY,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake really has no role for humanity in his life. We really don't need him.,28,2024-10-15T13:51:52Z,@wigglywrigglydoo,Positive,"{'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
This Tyson bitch will get LEVELED by brother Jake 😂😂,0,2024-10-15T13:51:46Z,@richi1235,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'positive': 1, 'trust': 1}",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
Jake is a mommy’s boy cosplaying as a boxer to make himself feel tough. He’s a weirdo.,2,2024-10-15T13:50:03Z,@carter3369,Negative,"{'disgust': 1, 'negative': 3, 'sadness': 1, 'fear': 1}",0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Mike Tyson about to send Jake Paul to the ICU.,10,2024-10-15T13:48:52Z,@Testimony201,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I wonder why Fake Paul won’t step into the ring with the like of Canelo, Benavidez, or some younger fighter with real skills if he’s daring to be great! 😂",0,2024-10-15T13:48:34Z,@mexicanpridevatho6344,Positive,"{'positive': 3, 'trust': 1}",0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
"Anyone expecting Mike to destroy him is going to be disappointed, boxing isn't an old mans sport",2,2024-10-15T13:48:16Z,@RayzaNC,Negative,"{'anticipation': 1, 'anger': 2, 'disgust': 1, 'negative': 1, 'sadness': 1}",2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
How come Paul became so good in boxing within this short span of time?,0,2024-10-15T13:47:37Z,@monojitbiswas8803,Positive,"{'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 1}",1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1
Jake paul gonna be crushed,1,2024-10-15T13:47:12Z,@adityakhare7634,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Wtf? I thought they canceled this fight ages ago. It's still happening?,0,2024-10-15T13:47:08Z,@TheAmazingZee,Negative,"{'anticipation': 1, 'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Mike Tyson go get him!🐅🍖👂🩸⚰️,0,2024-10-15T13:46:38Z,@mrchill5798,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Woo,0,2024-10-15T13:44:57Z,@HusseinEbrahim-w9c,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I love Mike and im rooting for him, BUT all this training and he’s still not in tip top shape as he claimed he was gone be in; look at his body and tell something off because the old Tyson would be in way better shape….this makes me QUESTION 🤔???????????",0,2024-10-15T13:44:22Z,@Bama2K,Positive,"{'joy': 1, 'positive': 3, 'anticipation': 1, 'trust': 1}",0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1
Kenya is waiting🎉,1,2024-10-15T13:44:22Z,@ChrisGitonga-fl2be,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Let's go mike,1,2024-10-15T13:43:01Z,@DeonBright225,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Why is a criminal going against mike tyson? Lock him up! this shouldnt even be on netflix get that filthy criminal into jail.,1,2024-10-15T13:42:37Z,@thelightsilent,Negative,"{'anger': 2, 'disgust': 3, 'fear': 3, 'negative': 4, 'sadness': 1}",2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0
"If Tyson wins, it's to be expected, if Paul wins, it was planned out. Either way both get paid i guess 🤷",0,2024-10-15T13:42:24Z,@desmondparker3288,Positive,"{'anticipation': 1, 'surprise': 1}",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
This is the most goofiest thing I’ve ever seen.,0,2024-10-15T13:41:19Z,@vegaproductions743,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I hope Tyson fights him like Drago fought Apollo,1,2024-10-15T13:40:16Z,@dsmith11373,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
"Tyson is aging.

Instead of sending Paul to the morgue it'll be ICU.",103,2024-10-15T13:39:48Z,@StreamingAndrew,Neutral,"{'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Any young man picking on old fighters to make himself feel stronger is lower than dirt. He has no respect for the people that paved the way for his ass.,1969,2024-10-15T13:38:12Z,@Nara.Shikamaru,Positive,"{'anticipation': 2, 'joy': 2, 'positive': 2, 'surprise': 1, 'negative': 3, 'sadness': 1, 'disgust': 1, 'trust': 1}",0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1
"All the ""build up"" to this and it's about to be faker than WWE if it tried hard to show it 🙄",0,2024-10-15T13:35:42Z,@IHatfield,Negative,"{'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
"Who is exited for the fight
👇",1,2024-10-15T13:35:21Z,@Igor_Gruzdev,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Holy Shit Its Happening!,0,2024-10-15T13:35:10Z,@matodion,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"hahaha Its like WWE. 
A joke. A joke that will make these fools millions",0,2024-10-15T13:34:54Z,@jefforious2000,Positive,{'negative': 2},0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
This fight shouldn't be happening....,30,2024-10-15T13:34:23Z,@bsmi1361,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Anyone in the comments teying to talk about how Tyson anit got it no more...say it to his face, in a ring, 1v1...you wont do it.",0,2024-10-15T13:34:08Z,@bobsaget9675,Neutral,"{'positive': 1, 'anticipation': 1}",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Who cares! Get Friends back instead of this crap!!,0,2024-10-15T13:33:19Z,@andrearusky,Negative,"{'disgust': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Can you imagine if Logan Paul decided to challenge Brock Lesnar😂,1,2024-10-15T13:32:55Z,@5FtOfRage,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"nah bro, no way",1,2024-10-15T13:32:05Z,@emir3861,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Either way, it's gonna be a lose-lose for jake.
If he wins,he'll be hated for beating up a legend pass his prime. If he loses,he'll be the laughing stock who got beat up by an old man.",0,2024-10-15T13:31:32Z,@Kat1kafka,Negative,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'positive': 2, 'joy': 1}",1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Blackbeard vs Whitebeard,2,2024-10-15T13:30:20Z,@hjqw1pe,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake Paul Win,0,2024-10-15T13:29:07Z,@MonicaAdiveh,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Scripted,0,2024-10-15T13:28:44Z,@robertoortiz85,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"I really really hope that Iron Mike Tyson has one last KO left in him & puts that delusional wannabe jake paul to sleep big-time🤞🤞

I don't get how paul thinks he'll convince anyone that he's a so-called 'real' fighter by trying to beat a way way past his prime aging 58 year old legend like Mike. paul is like 30 years way too late. Both he & his brother are insufferable clowns🤡🤡

Come on Iron Mike, turn back the clock one last time & send that arrogant poser straight to The Shadow Realm permanently👊💥☠️",0,2024-10-15T13:28:39Z,@DragonHeart613,Positive,"{'anticipation': 4, 'joy': 1, 'positive': 4, 'surprise': 1, 'trust': 3, 'anger': 2, 'fear': 1, 'negative': 3, 'sadness': 1, 'disgust': 1}",2.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1
"Sorry Jake, you're not winning this one.",0,2024-10-15T13:26:45Z,@theplaguedoctor9137,Negative,"{'anticipation': 1, 'disgust': 1, 'joy': 1, 'positive': 1, 'sadness': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
"Mike is the best fighter in the world (c) 1988
Jake Paul had to wait 9 years to get born, after Mike was in his prime, hilarious",0,2024-10-15T13:26:27Z,@alexcoyg3281,Positive,"{'anticipation': 1, 'negative': 1, 'positive': 2, 'joy': 1, 'surprise': 1}",0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1
